Item ID,translated_item_name,category
3263831000009330157,XT5N 400 Ekip Dip LSIG In=320 3p F F,Electrical & Lighting
3263831000009330165,EXT CT N XT5 320 A EKIP DIP IEC,Electrical & Lighting
3263831000009330173,S201-C10,Tools & Hardware
3263831000009330181,S203-C6,Tools & Hardware
3263831000009330189,"F202 AC-25/0,03 IEC",Electrical & Lighting
3263831000009330197,"F204 AC-80/0,03 IEC",Electrical & Lighting
3263831000009330205,XT2S 160 TMD 32-320 4p F F,Tools & Hardware
3263831000009330213,E4.2 W FP Iu=3200 4p HR HR,Electrical & Lighting
3263831000009330221,S203-C63,Construction Materials
3263831000009330229,XT6N 800 Ekip Dip LS/I In=800 3p F F,Electrical & Lighting
3263831000009330237,E4.2N 3200 Ekip Touch LSIG 4p WMP,Tools & Hardware
3263831000009330245,XT6H 800 Ekip Dip LS/I In=800 4p F F,Metals & Steel
3263831000009330079,XT1N 160 TMD 63-630 3p F F,Construction Materials
3263831000009330087,E1.2N 1250 Ekip Dip LSI 3p WMP,Electrical & Lighting
3263831000009330095,XT5N 400 Ekip Dip LS/I In 320 3p F F,Construction Materials
3263831000009330103,MSAH1 Shaft Supporter,Safety & Fire Protection
3263831000009330111,"MS132-4.0 Manual Motor Starter Trip class 10, 2.5 ... 4.0A",Electrical & Lighting
3263831000009330119,"MS132-25 Manual Motor Starter Trip class 10, 20 ... 25A",Electrical & Lighting
3263831000009330127,AF30-30-00-13 100-250V50/60HZ-DC Contactor,Electrical & Lighting
3263831000009330135,OXS6X130 SHAFT,Metals & Steel
3263831000009330143,XT2N 160 TMA 63-630 3p F F,Electrical & Lighting
3263831000009330151,XT2N 160 Ekip LS/I In 25A 3p F F,Electrical & Lighting
3263831000009330159,XT5N 400 Ekip Dip LSIG In=400 3p F F,Construction Materials
3263831000009330167,EXT CT N XT5 400 A EKIP DIP IEC/UL,Electrical & Lighting
3263831000009330175,S201-C16,Miscellaneous & Logistics
3263831000009330183,S202-C10,Construction Materials
3263831000009330191,"F204 AC-40/0,03 IEC",Electrical & Lighting
3263831000009330199,AF26-30-00-13 100-250V50/60HZ-DC Contactor,Electrical & Lighting
3263831000009330207,XT2S 160 Ekip LS/I In=160A 4pFF InN=100%,Tools & Hardware
3263831000009330215,MOE XT5 220...250V AC/DC,Electrical & Lighting
3263831000009330223,S204-C40,Construction Materials
3263831000009330231,XT1S 160 TMD 125-1250 3p F F,Metals & Steel
3263831000009330239,XT5H 400 Ekip Dip LS/I In=400 4p F F,Tools & Hardware
3263831000009330247,XT6D 800 3p F F,Electrical & Lighting
3263831000009330083,XT1N 160 TMD 160-1600 3p F F,Electrical & Lighting
3263831000009330091,YC E1.2..E6.2-XT7M 220-240 VAC/DC,Electrical & Lighting
3263831000009330099,BMS 6 AMP,Electrical & Lighting
3263831000009330107,"MSHD-LTB Handle, IP64, black,",Tools & Hardware
3263831000009330115,"MS132-10 Manual Motor Starter Trip class 10, 6.3 ... 10A",Electrical & Lighting
3263831000009330123,AF09-30-10-13 100-250V50/60HZ-DC Contactor,Electrical & Lighting
3263831000009330131,AF38-30-11-13 100-250V50/60HZ-DC Contactor,Electrical & Lighting
3263831000009330139,XT2N 160 TMA 40-400 3p F F,Metals & Steel
3263831000009330147,XT2N 160 TMA 100-1000 3p F F,Electrical & Lighting
3263831000009330155,RHE XT2-XT4 F/P STAND. RETURNED,Construction Materials
3263831000009330163,YO XT5-XT6 110..240 Vac - 110..250 Vdc,Electrical & Lighting
3263831000009330171,S201-C6,Safety & Fire Protection
3263831000009330179,S202-C10,Construction Materials
3263831000009330187,S202-C40,Construction Materials
3263831000009330195,"F204 AC-100/0,03 IEC",Security & Access Control
3263831000009330203,A1N 125 TMF 125-1250 2p F F,Construction Materials
3263831000009330211,XT1D 160 4p F F,Electrical & Lighting
3263831000009330219,DSE201 M C16 AC30 - N Black,Electrical & Lighting
3263831000009330227,XT5S 400 Ekip Dip LS/I In=400 3p F F,Metals & Steel
3263831000009330235,E4.2N 3200 Ekip Touch LSIG 4p WMP + SW (Measuring +,Electrical & Lighting
3263831000009330243,XT6H 800 Ekip Dip LS/I In=800 3p F F,Electrical & Lighting
3263831000009330081,XT1N 160 TMD 100-1000 3p F F,Metals & Steel
3263831000009330089,YO E1.2..E6.2-XT7-XT7M 220-240 VAC/DC,Electrical & Lighting
3263831000009330097,SH201-C6,Electrical & Lighting
3263831000009330105,MSH-AR Shaft alignment ring,Metals & Steel
3263831000009330113,"MS132-6.3 Manual Motor Starter Trip class 10, 4.0 ... 6.3A",Electrical & Lighting
3263831000009330121,"MS132-32 Manual Motor Starter Trip class 10, 25 ... 32A",Electrical & Lighting
3263831000009330129,AF38-30-00-13 100-250V50/60HZ-DC Contactor,Electrical & Lighting
3263831000009330137,SOR XT1..XT4 110...127 Vac-110...125 Vdc,Electrical & Lighting
3263831000009330145,XT2N 160 TMA 80-800 3p F F,Electrical & Lighting
3263831000009330153,XT4N 250 TMA 200-2000 3p F F,Electrical & Lighting
3263831000009330161,RHE XT5 F/P STAND. RETURNED,Tools & Hardware
3263831000009330169,"CT-SAD.22 Time relay, star-delta",Electrical & Lighting
3263831000009330177,S201-C20,Construction Materials
3263831000009330185,S202-C20,Construction Materials
3263831000009330193,"F204 AC-63/0,03 IEC",Electrical & Lighting
3263831000009330201,A1N 125 TMF 20-400 2p F F,Construction Materials
3263831000009330209,XT4N 160 Ekip LS/I In=160A 4p F F,Tools & Hardware
3263831000009330217,MOE XT6 110...125V AC/DC,Electrical & Lighting
3263831000009330225,DLC Interlock direct door E2.2ΓÇªE6.2,Construction Materials
3263831000009330233,E2.2N 2500 Ekip Touch LSIG 4p WMP + SW (Measuring +,Security & Access Control
3263831000009330241,XT5H 630 Ekip Dip LS/I In=630 4p F F,Electrical & Lighting
3263831000009330249,S204M-C25,Metals & Steel
3263831000009424061,SABIC armament iron 10 mm,Construction Materials
3263831000009424059,SABIC armament iron 8 mm,Construction Materials
3263831000009519015,ﻣ ﺎ ﺳ ﻮ ر ة م 6 ﻃ ﻮ ل ﻣ ﻢ 4 ﺳ ﻤ ﺎ ﻛ,Metals & Steel
3263831000009519009,ﻣ ﺎ ﺳ ﻮ ر ة م 12 ﻃ ﻮ ل ﻣ ﻢ 8.18 ﺳ ﻤ,Metals & Steel
3263831000009519013,ﻣ ﺎ ﺳ ﻮ ر ة م 6 ﻃ ﻮ ل ﻣ ﻢ 6.55 ﺳ ﻤ ﺎ ﻛ,Tools & Hardware
3263831000009519011,ﻣ ﺎ ﺳ ﻮ ر ة م 12 ﻃ ﻮ ل ﻣ ﻢ 4.78 ﺳ ﻤ,Electrical & Lighting
3263831000009520116,ﺔﺻﻮﺑ 10 سﺎﻘﻣ ﺪﻳﺪﺣ ةرﻮﺳﺎﻣ م 12 لﻮﻃ ﻢﻣ 15.8 ﺔﻛﺎﻤﺳ,Plumbing & HVAC
3263831000009547001,Armed copper cable 14*16,Electrical & Lighting
3263831000009945009,SABIC armament iron drawn 12 meters 10 mm,Metals & Steel
3263831000009945017,Steel armament 20 mm agreement 12 meters,Security & Access Control
3263831000009945015,Steel armament 16 mm agreement 12 meters,Metals & Steel
3263831000009945047,Black sheet 1*2 meters*1 millimeter,Construction Materials
3263831000009945055,Black sheet 1.5*3 meters*1.8 mm,Construction Materials
3263831000009945063,Black sheet 1*2 meter*1.2 mm,Construction Materials
3263831000009945049,Black sheet 4*8 meters*1 mg,Construction Materials
3263831000009945057,Black sheet 4*8 meters*3.8 mm,Construction Materials
3263831000009945065,Black sheet 4*8 meters*1.2 mm,Construction Materials
3263831000009945053,Black sheet 4*8 meters*1.8 mm,Construction Materials
3263831000009945061,Black sheet 1*2 meters*3.8 mm,Tools & Hardware
3263831000009945051,Black sheet 1*2 meters*1.4 mm,Construction Materials
3263831000009945059,Black sheet 1.5*3 meters*3.8 mm,Construction Materials
3263831000010057019,"Coyle, smooth, 9 mm, SABIC",Construction Materials
3263831000010057021,Coyle smooth 11 mm SABIC,Construction Materials
3263831000010126015,Sheet Thickness 3.0mm,Construction Materials
3263831000010126013,Sheet Thickness 1.5mm,Construction Materials
3263831000010126011,Sheet Thickness 1.2mm,Construction Materials
3263831000010236037,THRUST BALL BEARING (Configuration:BEARING Size:30x84 Color:NONE Style:NONE),Metals & Steel
3263831000010236045,BRAKE DRUM (Configuration:Rear Size:NONE Color:MFMX925023 Style:FUSO REL 22Y,Tools & Hardware
3263831000010236053,ALTERNATOR ASSEMBLY-MXg1 5335 (Configuration:ALTERNATOR ASSY. Size:NONE Color:MX915335 Style:FUSO,Electrical & Lighting
3263831000010236061,CONTROL SW ITCH-A0355452026 (Configuration:ELECTROMAGNETIC COUPLING HOUSING Size:NONE Color:03554520,Electrical & Lighting
3263831000010236069,BRAKE CHAMBER-MX92O1 54 (Configuration:BRAKE CHAMBER ASSY LH Size:NONE Color:MX9201 54 Style:MITSUBI,Tools & Hardware
3263831000010236077,WHEEL BOLT-MX924535 (Configuration:BOLT RR WHEEL HUB Size:NONE Color:MX924535 Stvle:MITSUBISHI),Tools & Hardware
3263831000010236039,GEAR SPRING (Configuration:Spring Size:NONEColor:MX91 5902 Style:MITSUBISH l),Tools & Hardware
3263831000010236047,CRANKSHAFT SEAL (Configuration:Seal Size:NONE Color:MFMX924852 Style:MITSUBISHI,Metals & Steel
3263831000010236055,STARTIN G MOTOR-IVIXg32 1 35 (Configuration:STARTER MOTOR Size:NONE Color:MX916244 Style:MITSUBISHI,Electrical & Lighting
3263831000010236063,BRAKE PADS/ SHOES/ LINERS.IUX925536 (Configuration:REAR BRAKE LINER Size:NONE Color.MX926636 Stvle:F,Safety & Fire Protection
3263831000010236071,HUB BEARING-MXgO9240 (Configuration:FRONT HUB BEARING Size:NONE Color:MX909240 Stvle:MITSUBISHI),Tools & Hardware
3263831000010236079,CROSS JOINT-MFMXg1 0607 (Configuration:Cross Joint Size:NONE Color:MFMX910607 Siyle:FUSO),Construction Materials
3263831000010236035,SPIDER CROSS BEARING (Configuration: UN IVERSAL CROSSBEARING Size:NONE Color:MX951 1 25 Style: FUSO),Security & Access Control
3263831000010236043,LEAF SPRING (Configuration:CABIN SPRING LEAF Size:NON EColor:MX907730 Style:MITSUBISHI),Construction Materials
3263831000010236051,OIL SEAL- MX916210 (Configuration:OILSEAL Size:NONE Color:MX916210 Style:MITSUBISHI,Plumbing & HVAC
3263831000010236059,BALL JOINT-MX907614 (Configuration:Ball Joint Size:NONE Color:MFMX907614 Style:FUSO,Tools & Hardware
3263831000010236067,BRAKE ADJUSTER ASSEMBLY-MX931 357 (Configuration:FRONT BRAKE ADJUSTER ASSEMBLY Size:NONE Color:MX931,Metals & Steel
3263831000010236075,WHEEL BEARIN G-l\\4FMX909244 (Configuration: N ON E Size:NONE Color:MFMX909244 Style:NONE),Tools & Hardware
3263831000010236041,O RING SEAL (Configuration:NUTRING SEAL Size:NONE Color:MX91 5829 Style:FUSO),Electrical & Lighting
3263831000010236049,LOCK PLATE (Configuration : D ISTANZ PLATE/SPACER DEADWHEEL Size:NONE Color:MX904562 Style:FUSO REL,Construction Materials
3263831000010236057,FAN BELT-MX91 8244 (Configuration: Fan Belt Size:NONE Color:MX916244 Style:FUSO REL 22Y,Tools & Hardware
3263831000010236065,BRAKE PADS/ SHOES/ LIN ERS.MX927 103 (Configuration:DRUM BRAKE LINER Size:NONE Color:MX9271 03 Stvle,Tools & Hardware
3263831000010236073,HUB BEARING-MX909241 (Configuration: FRONT HUB BEARING Size:NONE Color:MX909241 Stvle:MlTSLiBlSHl),Tools & Hardware
3263831000010236081,WHEEL BEARING (Configuration:Rear Size:NONE Color:MX900244 Stvle:MITSUBISHI),Metals & Steel
3263831000010246108,Blak is normal size 20,Office & Furniture
3263831000010246106,Concrete,Construction Materials
3263831000010234122,E. ANGLE 40 X 40 X 4.0 X 6000 MM,Construction Materials
3263831000010234130,CHECKERED PLATE 2.70 X 1220 X 1500 MM,Metals & Steel
3263831000010234138,HR SHEET 3.80 X 1220 X 2440 MM,Construction Materials
3263831000010234146,HR SHEET 4.00 X 2000 X 6000 MM,Construction Materials
3263831000010234116,RECT TUBE 80 X 80 X 4.0 X 6000 MM,Construction Materials
3263831000010234124,CHECKERED PLATE 2.70 X 1220 X 1350 MM,Construction Materials
3263831000010234132,CHECKERED PLATE 2.70 X 1220 X 1300 MM,Construction Materials
3263831000010234140,HR SHEET 5.80 X 1220 X 2440 MM,Construction Materials
3263831000010234120,SQ TUBE 40 X 40 X 1.80 X 6000 MM,Metals & Steel
3263831000010234128,CHECKERED PLATE 2.70 X 1220 X 1220 MM,Metals & Steel
3263831000010234136,CHECKERED PLATE 2.70 X 1220 X 1100 MM,Construction Materials
3263831000010234144,SQ TUBE 19 X 19 X 1.80 X 6000 MM,Construction Materials
3263831000010234118,RECT TUBE 80 X 40 X 1.80 X 6000 MM,Construction Materials
3263831000010234126,CHECKERED PLATE 2.70 X 1220 X 1400 MM,Construction Materials
3263831000010234134,CHECKERED PLATE 2.70 X 1220 X 1200 MM,Metals & Steel
3263831000010234142,HR SHEET 9.80 X 1220 X 2440 MM,Construction Materials
3263831000010238183,12.0 mm Black Deformed Straight Bar G60-12 M -Sabic,Construction Materials
3263831000010238191,20.0 mm Black Deformed Straight Bar G60-12 M -Sabic,Metals & Steel
3263831000010238177,10.0 mm deformed Coil -CR,Construction Materials
3263831000010238185,14.0 mm Black Deformed Straight Bar G60 - 12 M - sabic,Metals & Steel
3263831000010238181,07.5 mm Deformed Straight Bar - CR -6M,Metals & Steel
3263831000010238179,09.5 mm Deformed Straight Bar -CR - 12 M,Construction Materials
3263831000010238187,16.0 mm Black Deformed Straight Bar G60-12 M-Sabic,Metals & Steel
3263831000010242140,Saudi SABIC armament iron 14 * 69 cm / ton,Construction Materials
3263831000010242138,Saudi armament iron 8 * 422 Sikh / ton,Construction Materials
3263831000010242144,Saudi SABIC armament iron 10 * 135 Sikh / ton,Security & Access Control
3263831000010240176,GI 1.20X1219XC,Construction Materials
3263831000010240174,GI 0.60X1219XC,Metals & Steel
3263831000010271065,SABIC armament iron 25 mm,Metals & Steel
3263831000010366075,Pipe 2.5*3mm*6m,Construction Materials
3263831000010366083,Pipe 4*3mm*12m,Construction Materials
3263831000010366091,Pipe 5*3mm*12m,Construction Materials
3263831000010366099,Pipe 5*6.55mm*6m,Construction Materials
3263831000010366107,Pipe 6*12mm*6m,Construction Materials
3263831000010366115,Pipe 10*15.88*12m,Plumbing & HVAC
3263831000010366077,Pipe 3*3mm*6m,Tools & Hardware
3263831000010366085,Pipe 4*4mm*6m,Construction Materials
3263831000010366093,Pipe 5*4mm*6m,Plumbing & HVAC
3263831000010366101,Pipe 6*4mm*12m,Construction Materials
3263831000010366109,Pipe 8*4.8mm*12m,Construction Materials
3263831000010366073,Pipe 2*3mm*6m,Construction Materials
3263831000010366081,Pipe 4*3mm*6m,Construction Materials
3263831000010366089,Pipe 5*3mm*6m,Construction Materials
3263831000010366097,Pipe 5*5mm*6m,Construction Materials
3263831000010366105,Pipe 6*10mm*12m,Construction Materials
3263831000010366113,Pipe 8*8.18mm*12m,Construction Materials
3263831000010366079,Pipe 3*3mm*12m,Construction Materials
3263831000010366087,Pipe 4*6.02mm*6m,Construction Materials
3263831000010366095,Pipe 5*4mm*12m,Construction Materials
3263831000010366103,Pipe 6*7.11mm*12m,Construction Materials
3263831000010366111,Pipe 8*6mm*12m,Construction Materials
3263831000010334128,Black iron sheet 1220*2440 mm thick 16 mm,Construction Materials
3263831000010334136,Black iron sheet 1220*2440 mm thick 7.8 mm,Construction Materials
3263831000010334144,8 -inch iron pipe 4.78 length 12 m,Plumbing & HVAC
3263831000010334130,Black iron sheet 1220*2440 mm thick 14 mm,Construction Materials
3263831000010334138,Black iron sheet 1220*2440 mm thick 5.8 mm,Metals & Steel
3263831000010334146,Steel Iron 8 inch thickening 10 length 12 m,Metals & Steel
3263831000010334126,Black iron sheet 1220*2440 mm thick 20 mm,Metals & Steel
3263831000010334134,Black iron sheet 1220*2440 mm thick 9.8 mm,Construction Materials
3263831000010334142,8 -inch iron pipe 8.18 length 12 m,Construction Materials
3263831000010334124,Black iron sheet 1220*2440 mm thick 25 mm,Construction Materials
3263831000010334132,Black iron sheet 1220*2440 mm thick 11.8 mm,Construction Materials
3263831000010334140,Black iron sheet 1220*2440 mm thick 2.8 mm thick,Metals & Steel
3263831000010334148,Black iron sheet size 1220 *2440 mm thick 3.8,Construction Materials
3263831000010465073,6 -inch iron pipe of 7.11 mm 13 meters long,Plumbing & HVAC
3263831000010465075,Iron 12 -inch steel thickness 14.5 length 12 m,Construction Materials
3263831000010486089,Various electrical tools pdb -dp -lund,Electrical & Lighting
3263831000010486091,Various electrical tools pdb - MDB,Electrical & Lighting
3263831000010486095,Various electrical tools pdb - dp.mech room,Metals & Steel
3263831000010486093,Various electrical tools pdb - MCC - Roof,Construction Materials
3263831000010569017,Steel armament 16 mm agreement 12 meters,Metals & Steel
3263831000010569011,SABIC armament iron drawn 12 meters 10 mm,Metals & Steel
3263831000010569019,Steel armament 20 mm agreement 12 meters,Metals & Steel
3263831000010774005,Central air conditioner 20 tons,Plumbing & HVAC
3263831000010800037,Concrete,Construction Materials
3263831000010800035,Iron different sizes,Metals & Steel
3263831000010801389,CHQ COIL 5.7*1000 MM,Electrical & Lighting
3263831000010801391,CHQ COIL 7.8*1000 MM,Electrical & Lighting
3263831000010801393,CHQ COIL 4.7*1000 MM,Electrical & Lighting
3263831000010943049,Politrin,Metals & Steel
3263831000010943051,Foam,Miscellaneous & Logistics
3263831000010943047,Two layers water isolation,Plumbing & HVAC
3263831000010943053,The isolation of the bathrooms,Plumbing & HVAC
3263831000010935110,Central air conditioner 24 thousand units cold Wi -Fi,Plumbing & HVAC
3263831000010935112,Central air conditioner 36 thousand cold Wi -Fi units,Plumbing & HVAC
3263831000010935108,Central air conditioner 18 thousand units cold Wi -Fi,Plumbing & HVAC
3263831000010935114,LG Central air conditioner 55 thousand units in the Islamic Inverter,Plumbing & HVAC
3263831000010938216,Rebar 12 mm (Sabic),Construction Materials
3263831000010938218,rebar 16 mm (Sabic),Metals & Steel
3263831000010938214,Rebar 10 mm (Sabic),Construction Materials
3263831000010938222,Skiping wire size 22-6 km,Electrical & Lighting
3263831000010938220,Rebar 20 mm (Sabic),Construction Materials
3263831000011118003,C25-OPC-CYL-SCREED-MAX AGG SIZE 10MM,Construction Materials
3263831000011134011,Steel armament 16 mm agreement 12 meters,Metals & Steel
3263831000011134005,SABIC armament iron drawn 12 meters 10 mm,Metals & Steel
3263831000011134013,Steel armament 20 mm agreement 12 meters,Security & Access Control
3263831000011134031,C25-OPC-CYL-SCREED-MAX AGG SIZE 10MM,Construction Materials
3263831000011227048,Coyle iron 11 mm,Metals & Steel
3263831000011227050,Coyle 9 mm iron,Metals & Steel
3263831000011222101,Steel of 14 millise,Metals & Steel
3263831000011222103,SABIC iron 16 mm regular,Metals & Steel
3263831000011222099,SABIC armament iron with 6 meters 8 mm,Security & Access Control
3263831000011221115,SABIC iron 16 mm detailed upon request,Metals & Steel
3263831000011221123,Ling wire 5 kg,Construction Materials
3263831000011221117,SABIC iron 12 mm detailed upon request,Metals & Steel
3263831000011221113,SABIC iron 16 mm regular,Construction Materials
3263831000011221121,SABIC iron 20 mm detailed upon request,Metals & Steel
3263831000011221119,SABIC iron 14 mm detailed upon request,Metals & Steel
3263831000011268046,Torge Hadid armament,Security & Access Control
3263831000011277063,Coyle iron 11 mm,Metals & Steel
3263831000011277065,Coyle 9 mm iron,Tools & Hardware
3263831000011270036,SABIC iron 14 mm regular,Metals & Steel
3263831000011270038,SABIC iron 16 mm regular,Metals & Steel
3263831000011270034,SABIC iron 12 mm regular,Metals & Steel
3263831000011270042,SABIC iron 16 mm detailed upon request,Metals & Steel
3263831000011270032,SABIC armament iron drawn 10 mm,Security & Access Control
3263831000011270040,SABIC iron 14 mm detailed upon request,Metals & Steel
3263831000011266049,DN 200 MM(VMP-20 X17 DAG 243- EP55),Metals & Steel
3263831000011266057,DN 200 MM GRP TEE EQUAL ST-10000 PN6 SP/SP,Construction Materials
3263831000011266059,DN 200 MM GRP WYE,Electrical & Lighting
3263831000011266047,DN 200 MM GRP DOUBLE BELL COUPLING,Construction Materials
3263831000011266055,DN 250 MM ( VMP-20 X 17 DAG-294) EP55,Construction Materials
3263831000011266063,DN 200 MM(VMP-20 X17 DAG 243- EP55),Construction Materials
3263831000011266045,DN 200 MM GRP PIPE ST-10000 PN6 6M,Construction Materials
3263831000011266053,DN 250 MM GRP DOUBLE BELL COUPLING,Construction Materials
3263831000011266061,DIA 200 MM GRP END CAP,Construction Materials
3263831000011267103,SABIC armament iron 16 mm,Metals & Steel
3263831000011267097,SABIC armament iron 10 mm,Metals & Steel
3263831000011267101,SABIC armament iron 14 mm,Metals & Steel
3263831000011267099,SABIC armament iron 12 mm,Security & Access Control
3263831000011306031,Coyle smooth armament 11 mm SABIC,Metals & Steel
3263831000011390005,RIYADH CABLE CU/XLPE/SWA/PVC 0.6/1KV 4CX185MM2 (0103019349M BLACK),Electrical & Lighting
3263831000011390007,RIYADH CABLE CU/XLPE/AWA/PVC 0.6/1KV 1CX630MM2 (0103017902 BLACK),Electrical & Lighting
3263831000011390003,BAHRA MV CABLE CU/XLPE/STA/PVC 15KV 3CX95MM2 (0115019290M RED),Electrical & Lighting
3263831000011583015,Chinese supply 61 cm * 244 cm,Tools & Hardware
3263831000011583013,The supply of Chinese is 122 cm * 244 cm first elites,Construction Materials
3263831000011583011,"The supply of Austrian garages is 300 cm, 75 mm *75 mm",Construction Materials
3263831000011618031,SABIC reinforcement iron 8 mm,Metals & Steel
3263831000011618033,SABIC reinforcement iron 10 mm,Construction Materials
3263831000011624055,Mike 5 meters wire,Electrical & Lighting
3263831000011624063,UNI - Pix Horn Ct510B 30W external speaker,Electrical & Lighting
3263831000011624071,System installation fees,Miscellaneous & Logistics
3263831000011624079,Super Mic Stand Ts-CROMERFON,Office & Furniture
3263831000011624057,25L-wh internal headset,Electrical & Lighting
3263831000011624065,LED SWICH + CABLE 4POINT,Electrical & Lighting
3263831000011624073,RNT amp ssa -300W amplifier,Electrical & Lighting
3263831000011624059,Bayerdnamic TGX 480mx,Metals & Steel
3263831000011624067,NEDA MALE ELICTRIC Plug with 4 pin,Electrical & Lighting
3263831000011624075,Neda Power Cable 1*4 Point 2M 1M Wire Wingy,Electrical & Lighting
3263831000011624061,DYNACCORD POEWR MIXER 6/10CH,Electrical & Lighting
3263831000011624069,NEDA XLR Elbow 2 point NA-312,Electrical & Lighting
3263831000011624077,Super Mic Stand TS-Cer 12 Microphone holder,Office & Furniture
3263831000011636043,Acre carpets 100% woven 1000 knots in the national birth 6 ml with wood and nasty tape,Office & Furniture
3263831000011612043,Italian heater heart,Electrical & Lighting
3263831000011655075,Black iron sheet size 1220 *2440 mm thick 4.8,Construction Materials
3263831000011655083,Black iron sheet 1220*2440 mm thick 9.8 mm,Construction Materials
3263831000011655077,Black iron sheet size 1220 *2440 mm thick 3.8,Metals & Steel
3263831000011655085,Black iron sheet 1220*2440 mm thick 2.8 mm thick,Construction Materials
3263831000011655073,Black iron sheet 1220 *2440 mm thick 7.8 mm,Construction Materials
3263831000011655081,Black iron sheet 1220*2440 mm thick 25 mm,Metals & Steel
3263831000011655071,Iron box size 50*50 mm thick 2.8 mm length 6 m,Metals & Steel
3263831000011655079,Black iron sheet 1220*2440 mm thick 5.8 mm,Metals & Steel
3263831000011655087,Black iron sheet 1220*2440 mm thick 20 mm,Construction Materials
3263831000011823126,Chinese supply of Chinese 122 cm * 244 cm first elites,Construction Materials
3263831000011823128,Supply of Austrian guns 150 cm *75 mm *75 mm,Security & Access Control
3263831000011823124,Supply of Austrian garages 300 cm *75 mm *75 mm,Tools & Hardware
3263831000011823130,Chinese supply 61 cm * 244 cm,Construction Materials
3263831000011813089,459 GOLDE TECH,Tools & Hardware
3263831000011813097,D23L GOLDE TECH,Electrical & Lighting
3263831000011813105,D31L GOLDE TECH,Electrical & Lighting
3263831000011813113,58827 GOLDE TECH,Electrical & Lighting
3263831000011813091,D26L GOLDE TECH,Miscellaneous & Logistics
3263831000011813099,B24L GOLDE TECH,Tools & Hardware
3263831000011813107,D31R GOLDE TECH,Electrical & Lighting
3263831000011813115,120 GOLDE TECH,Miscellaneous & Logistics
3263831000011813087,412 GOLDE TECH,Miscellaneous & Logistics
3263831000011813095,559 GOLDE TECH,Electrical & Lighting
3263831000011813103,638 GOLDE TECH,Electrical & Lighting
3263831000011813111,72 GOLDE TECH,Miscellaneous & Logistics
3263831000011813093,48D26R GOLDE,Metals & Steel
3263831000011813101,72 GOLDE TECH,Tools & Hardware
3263831000011813109,D23L GOLDE TECH,Electrical & Lighting
3263831000011813117,D26L GOLDE TECH,Metals & Steel
3263831000011869017,Steel armament Al Yamamah 12 ml,Security & Access Control
3263831000011869019,Steel armament Al Yamamah 16 ml,Security & Access Control
3263831000011869015,Steel armament Al Yamama 14 ml,Metals & Steel
3263831000011858067,C25 MPa,Metals & Steel
3263831000011873056,"WIRE MESH 4X1.5M 8"" 8MM",Construction Materials
3263831000011873054,"wire mesh 5X2M 8""8MM",Metals & Steel
3263831000011864059,"Steel steel, a 16 mm national reinforcing",Construction Materials
3263831000011864057,"Steel steel, a national rename 14 mm",Metals & Steel
3263831000011872116,Steel armament 10 millimeters Rajhi,Metals & Steel
3263831000011872124,Iron Saudi armament Rajhi 20 mm * 12 m,Security & Access Control
3263831000011872110,Survey iron 6 mm * 6 meters,Construction Materials
3263831000011872118,Steel armament 12 mm Rajhi,Safety & Fire Protection
3263831000011872126,Iron Saudi armament Rajhi 25 mm * 12 m,Construction Materials
3263831000011872114,"Iron armament 10 mm * 12 meters, armament iron 10 mm * 12 T.",Tools & Hardware
3263831000011872122,Iron Saudi armament Rajhi 16 mm * 12 m,Security & Access Control
3263831000011872112,Survey iron 8 mm * 6 meters,Plumbing & HVAC
3263831000011872120,Rajhi armament iron 14 mm * 12 m,Construction Materials
3263831000011861301,Saudi armament iron SABIC 14 mm * 12 m,Metals & Steel
3263831000011861303,SABIC iron 16 mm 12 m,Construction Materials
3263831000011887010,12.0 mm Black Deformed Straight Bar G60-12 M -Sabic,Construction Materials
3263831000011887018,25.0 mm Black Deformed Straight Bar G60 - 12 M-Sabic,Metals & Steel
3263831000011887012,14.0 mm Black Deformed Straight Bar G60 - 12 M - sabic,Metals & Steel
3263831000011887008,09.5 mm Deformed Coil - CR,Construction Materials
3263831000011887016,20.0 mm Black Deformed Straight Bar G60-12 M -Sabic,Metals & Steel
3263831000011887006,07.5 mm deformed coil CR,Electrical & Lighting
3263831000011887014,16.0 mm Black Deformed Straight Bar G60-12 M-Sabic,Construction Materials
3263831000011927005,SABIC armament iron drawn 10 mm,Metals & Steel
3263831000011942009,NBTC-23-01,Metals & Steel
3263831000011942011,40 X 40 X 3,Construction Materials
3263831000012246058,"WIRE MESH 4X1.5M 8"" 8MM",Construction Materials
3263831000012246056,DFMD STL IFQ 10MM,Tools & Hardware
3263831000012294029,MD75 Majdoul Iron,Tools & Hardware
3263831000012294031,MD50 Majdoul Iron,Metals & Steel
3263831000012307084,Apply and Supply Reinforcement Steel Dim 16 mm,Metals & Steel
3263831000012307082,Apply and Supply Black Steel Pipes Dim 300 mm,Metals & Steel
3263831000012301105,Lighting 100A,Electrical & Lighting
3263831000012301107,Lighting 200A,Electrical & Lighting
3263831000012322013,ITTEFAQ DEFORMED BARS 16 MM * 12 M - KSA,Metals & Steel
3263831000012322015,ITTEFAQ DEFORMED BARS 20 MM * 12 M - KSA,Construction Materials
3263831000012322011,ITTEFAQ DEFORMED BARS 14 MM * 12 M - KSA,Metals & Steel
